# Pathway	Exp1A1_prefix.assembled_Coverage	Exp1A2_prefix.assembled_Coverage	Exp1AS1_prefix.assembled_Coverage	Exp1AS2_prefix.assembled_Coverage	Exp1C1_prefix.assembled_Coverage	Exp1C2_prefix.assembled_Coverage	Exp1S1_prefix.assembled_Coverage	Exp1S2_prefix.assembled_Coverage	Exp2A1_prefix.assembled_Coverage	Exp2A2_prefix.assembled_Coverage	Exp2AS1_prefix.assembled_Coverage	Exp2AS2_prefix.assembled_Coverage	Exp2C1New.assembled_Coverage	Exp2C2_prefix.assembled_Coverage	Exp2S1_prefix.assembled_Coverage	Exp2S2_prefix.assembled_Coverage	Exp3A1_prefix.assembled_Coverage	Exp3A2_prefix.assembled_Coverage	Exp3AS1_prefix.assembled_Coverage	Exp3AS2_prefix.assembled_Coverage	Exp3C1_prefix.assembled_Coverage	Exp3C2_prefix.assembled_Coverage	Exp3S1_prefix.assembled_Coverage	Exp3S2_prefix.assembled_Coverage
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0
P161-PWY: acetylene degradation	0.0000000000	0.0000000001	0.0000000000	0.0000000000	0.0000000000	0.0000000005	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000153	0.0000000095	0.0000131677	0.0000001357	0.0000000002	0.0000026379	0.0032265780	0.0000148025
P161-PWY: acetylene degradation|g__Enterobacter.s__Enterobacter_aerogenes	0.1656128827	0.0340430856	0	0	0.2575597275	0.3615748429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0147178389	0.3318024328	0.0396620130	0.1236042753	0.0326465062	0.1322310060	0.1611175381	0.0733692796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation|g__Klebsiella.s__Klebsiella_oxytoca	0.1819604306	0.2622168502	0	0.7391266385	0.6044605895	0.0163083310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0.0049752736	0.0101516093	0.0252676459	0.0763491780	0.0024577932	0.0007504086	0.0859830233	0.0785921391	0.0000555807	0.0001570429	0	0.4016490018	0.0000000007	0.0006019195	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation|unclassified	0.0000000000	0	0	0	0	0	0	0	0	0.1127914246	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0.0000000000	0	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	0.0000000167	0	0	0	0	0.1533310649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23-PWY: reductive TCA cycle I	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0.0000000000	0	0	0.0000000000	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.5768164669	0.0000000003	0.0337016283	0.3958364818	0.0000000000	0.0005268570	0.5234362364	0.0317288251	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000002	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0.0000000000	0.0000000000	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|unclassified	0	0	0	0	0.0000076493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P42-PWY: incomplete reductive TCA cycle	0	0	0	0	0	0	0	0	0.0000000000	0	0.0000000000	0	0.0000000000	0	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
P441-PWY: superpathway of N-acetylneuraminate degradation	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000719311	0.0000007042	0.0000000011	0.0000164926	0.0004080679	0.0000074492
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.0000000003	0.0000011737	0.0000000000	0.0000000480	0.0000000000	0.0000000148	0.0000038831	0.0000000297	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000830	0.0000000001	0.0000043832	0.0000002705	0.0000000029	0.0000000000	0.0000035945	0.0000000024
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Enterobacter.s__Enterobacter_aerogenes	0.7460190748	0.6469731170	0	0	0.5227883504	0.5354254799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Enterobacter.s__Enterobacter_cloacae	0.6304689465	0.3723803463	0.2622340356	0.2775629169	0.1811490900	0.4909999697	0.8997164414	0.3408265593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Escherichia.s__Escherichia_coli	0.0909283996	0.7653356660	0.1277968577	0.5083647261	0.0877565299	0.1073294646	0.3722810482	0.4273434811	0	0	0.8758877298	0.5479185412	0	0	0.3631826268	0.7931001393	0.7752080524	0.2093291153	0.7893815055	0.6581479228	0.6938735768	0.2122257190	0.8388469902	0.2124119379
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Klebsiella.s__Klebsiella_oxytoca	0.7713983369	0.5568283888	0	0	0.1911455873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Klebsiella.s__Klebsiella_pneumoniae	0.0041441662	0.0000205039	0.0003694581	0.0017250053	0.0007594220	0.0050776532	0.1435518407	0.1443196931	0.5963793838	0.7613754367	0	0	0.3650225619	0.6432027061	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I	0.0332538935	0.0307519056	0.0027233461	0.0171317370	0.3291014946	0.5439684287	0.1773942631	0.0012317704	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000772	0.0000004167	0.0009817106	0.0007904098	0.6434872575	0.0131795772	0.0285509349	0.0000018818	0.0000527086	0.1436202582
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8222359751	0.6965558475	0	0.3900755234	0.4754458364	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Butyrivibrio.s__Butyrivibrio_crossotus	0.5159433140	0	0	0.9354938287	0.4510744839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6960424931	0.5956709735	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	0.0000000943	0.0000615387	0.0009413618	0.0000014415	0.0000255227	0.0000000084	0.0003317131	0.0042528155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0500384406	0.4313630086	0.8643576993	0.0207721329	0.0315325279	0.8982566843	0.4238903587	0.7494809666	0	0	0.8088841973	0.2394387077	0	0	0.2028553227	0.8012150003	0.2152838955	0.2521616098	0.9673339877	0.8896206336	0.9346141371	0.3139596242	0.4584942389	0.9315217812
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0.5411584965	0.6944532209	0.3145329926	0.2759530044	0	0	0	0	0.1316118974	0.2340277774	0.1228254459	0.0479886995	0.0042547110	0	0.3453503542	0.1575985458
PANTO-PWY: phosphopantothenate biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca	0.0650878065	0	0	0	0.0910053055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0.0500954045	0.0552164463	0.0024626649	0.2625292077	0.0346545784	0.0961695704	0.0682308108	0.0159671148	0.0000005496	0.0001203331	0	0	0.0000004591	0.0000033407	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0.5375145453	0	0	0.5319805956	0.4113331621	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6715168856	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	0.9814841099	0.9771086416	0.9928206561	0.0083504074	0.9788678661	0.6475110831	0.8927889634	0.9475790278	0.2832141630	0.7726407266	0.0723393067	0.0184847199	0.4471649473	0	0.3207419730	0.2389787238	0.2199095529	0	0.5664936452	0	0.0779414261	0.6981081087	0.7643530939	0.5593078896
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0.0000000000	0.0000000000	0.0000000000	0.0000000168	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000091701	0.0000004776	0.0000000069	0.0000380410	0.0000000000	0.0000000000	0.0000034988	0.0000000972
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0005490508	0.0026923487	0.5953193921	0.0260429757	0.0000011485	0.0000031651	0.0003786139	0.1730890536	0	0	0.2089931065	0.2429487182	0	0	0.0177563201	0.3685771201	0.0678835039	0.0383355339	0.2854259594	0.4547729049	0.0774682222	0.0220902527	0.2230990885	0.0120903727
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0.4189339353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|unclassified	0.3821248925	0.0164733632	0.0410432846	0.0134607569	0.0389838956	0.3855774917	0.0000071769	0	0	0.4701835577	0	0	0.3323993910	0	0.3278133403	0	0.0115946643	0	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway	0.0000018171	0.0000000003	0.0000000011	0.0000000000	0.0000000000	0.0000083083	0.0000000000	0.0000000000	0.0000000000	0.0000522917	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000012	0.0000000000	0.0000000000	0.0000000000	0.0000000000
PENTOSE-P-PWY: pentose phosphate pathway|g__Enterobacter.s__Enterobacter_cloacae	0.0494686819	0.0581129941	0.0090123219	0.5969169919	0.0173663484	0.0547680812	0.0008400362	0.0197450766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Klebsiella.s__Klebsiella_oxytoca	0.2037157863	0	0.3518707156	0	0.3633185109	0.1357670824	0.4136348548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Klebsiella.s__Klebsiella_pneumoniae	0.0388182899	0.3267153794	0.2197216823	0.4752797537	0.0000521560	0.0579167384	0.2542341730	0.6126278262	0.0849577254	0.0000510863	0.5514916536	0	0.0000001852	0.0000000185	0	0	0	0	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	0.1483604186	0	0	0.0000057970	0.5060519752	0.4433354993	0.0617210928	0	0	0	0	0	0.0002959844	0	0.0034797886	0	0.0000839778	0.0009191244	0	0	0.2279892498	0.0775467436	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5223466186	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.2614345981	0.0162393908	0.0247286345	0.0265133642	0.0575559739	0.0306548135	0.0332119490	0.0050396377	0.0072266291	0.1648184188	0.3693333172	0.0287605664	0.0005733786	0.1248773858	0.1269337978	0.1827231253	0.0128534770	0.0165042372	0.1966132866	0.1366858193	0.0759501901	0.0000126481	0.0854942367	0.0421157185
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_angulatum	0.3419241276	0.2480354138	0.3741774928	0.1181504232	0.1253106700	0.0732459704	0.2198071077	0.2087082660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_animalis	0.0864393564	0.1403722734	0.3778690344	0.3528185820	0.0963560152	0.0003305947	0.3971204530	0.1341328330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2016990294	0.2230407056	0.2675824493	0.3505229717	0.0997499128	0.0389178218	0.0447152174	0.5771320837
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6305426107	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3980724729	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0.0123835141	0.0237669017	0.4996815771	0.6270381879	0.0018332657	0.0695730365	0.2138522071	0.4498851427	0	0	0.3145483613	0.5491167244	0	0	0.4462262886	0.7700327661	0.2085876041	0.0887146520	0.1970854076	0.4965416151	0.2613202445	0.0386782386	0.2775761969	0.5224887384
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.2169106684	0.2196671801	0	0.2663416224	0.1664011901	0.0564587499	0	0.2038063365	0.1788135434	0.1642954257	0	0	0	0.3839012273	0	0	0.0491890436	0.0193038321	0.1460955255	0.2985557683	0.0853505905	0.0657820344	0.4711814392	0.2373006654
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.0000805978	0.0401410579	0.0173343120	0.0005152942	0.0153501201	0.0019267503	0.0001862101	0.1868574217	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_ruminis	0.0000000000	0.0000000000	0.0000000000	0.0000169765	0.0000000000	0.0000000000	0.0000000001	0.0000281527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0.4617566804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	0.0134435696	0	0	0.1089423505	0.0000248121	0	0	0	0	0.1180218567	0	0.0149531360	0.0152964116	0.3932785148	0	0	0	0.0444258362	0.0020208316	0.0003409689	0.0092424492	0.0344600119	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.8984925409	0.1190137631	0.0021852534	0.2834447814	0.4818935194	0.7779299846	0.2011937153	0.5734782830	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000998	0.0000468548	0.0068906618	0.0000129831	0.0000050139	0.0000355292	0.0000023233	0.0049178958
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Enterobacter.s__Enterobacter_aerogenes	0	0.2313377991	0	0	0.2734578326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Enterobacter.s__Enterobacter_cloacae	0.0014756092	0.0149425234	0.4632221092	0.3706300791	0.5338111877	0.5660253927	0.5910986128	0.1386951720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Escherichia.s__Escherichia_coli	0.0017126784	0.0001527599	0.1969962603	0.4443380695	0.0007782704	0.0676156033	0.6418906365	0.4244324081	0	0	0.7869702575	0.6425538827	0	0	0.2931065989	0.0314875433	0.1293830231	0.0583413448	0.3689671801	0.8418034485	0.3200701913	0.8255785846	0.7321754955	0.5090110563
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Klebsiella.s__Klebsiella_pneumoniae	0.8356052282	0.4803054861	0.5095250909	0.4918951095	0.7379910987	0.4759876186	0.5767880778	0.0609626202	0.5617448545	0.4558566058	0	0	0.3685882815	0.1128732746	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	0.1871613541	0.3085403112	0	0	0	0	0	0	0.1761185191	0	0.0196629439	0	0	0	0	0	0	0	0	0	0	0	0	0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0	0.0000000000	0.0000000000	0	0	0	0	0	0	0	0	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	0.0000000009	0	0	0	0	0	0	0	0	0	0	0	0.0008943950	0	0	0	0.0032400829	0	0	0	0	0	0	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000001875	0.0000000533	0.0000000002	0.0000000031	0.0000000000	0.0000000355	0.0000030773
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	0.0025299425	0.0000000248	0.0573669547	0.0262135437	0.0000169742	0.0001079963	0.4927386883	0.0203264904	0	0	0.7898775612	0.6694167720	0	0	0.3358259658	0.9627825282	0.0003073677	0.4283775079	0.4007588052	0.1172040770	0.3087271072	0.0062603505	0.4881129543	0.5652301715
PPGPPMET-PWY: ppGpp biosynthesis	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000264	0.0000037582	0.0000017078	0.0064129004	0.0000004735	0.0000002121	0.0000543766	0.0002017526
PPGPPMET-PWY: ppGpp biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes	0.4554328078	0.4834610015	0	0	0.6197592531	0.1570318754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPGPPMET-PWY: ppGpp biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.1276845042	0.3781499117	0.6823861342	0.1290986095	0.1610647952	0.6806431354	0.2352782580	0.5614551285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPGPPMET-PWY: ppGpp biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0.0381354207	0	0.4359541405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPGPPMET-PWY: ppGpp biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0.9815125835	0.9272225077	0.7375620298	0.8037326397	0.9739210418	0.9033665682	0.5905535507	0.8722529157	0.8874583092	0.8883832408	0.6448578468	0.4449290569	0.9240348452	0.7429455056	0	0	0	0	0	0	0	0	0	0
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024097607	0	0	0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0	0	0	0	0	0	0	0	0	0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)|g__Klebsiella.s__Klebsiella_pneumoniae	0.0306463368	0.0048410430	0.2425139413	0.0584846095	0.0036804397	0.0140035645	0.3719848468	0.5814143710	0.0652548682	0.0022114644	0.5244233585	0	0.0016961253	0.0053101454	0	0	0	0	0	0	0	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000019	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
PWY-1042: glycolysis IV (plant cytosol)	0.0000015643	0.0000470457	0.0866175099	0.1750193513	0.0000003374	0.0101061079	0.7316091904	0.4782085661	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000203962	0.0000000002	0.6387510571	0.1296431590	0.6870226693	0.5443023253	0.8928076762	0.2224868738	0.7417557403	0.3515521242
PWY-1042: glycolysis IV (plant cytosol)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7118730030	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Enterobacter.s__Enterobacter_aerogenes	0.7946324900	0.4894436304	0	0	0.3911080642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Escherichia.s__Escherichia_coli	0.9077883081	0.9996356126	0.9999801808	0.9990735126	0.9872676517	0.9988954035	0.9999925179	0.9999898626	0	0	0.9970255078	0.9824073367	0	0	0.9999285677	0.9982112617	0.9886781025	0.9196858379	0.9033121311	0.9940931052	0.9968259547	0.9704982624	0.9921230468	0.9995398289
PWY-1042: glycolysis IV (plant cytosol)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.1560770638	0.5649880136	0	0.1615090005	0.6718553186	0.6785348964	0.3464441532	0.7218605728	0.5282963829	0	0	0	0	0.4876847582	0	0	0.7361706081	0.2276226592	0.0183227143	0.2302925742	0.9058165383	0.4414648402	0.1306393416	0.8299806054
PWY-1042: glycolysis IV (plant cytosol)|g__Klebsiella.s__Klebsiella_oxytoca	0.0536956582	0.8280498915	0	0	0.3512666308	0.4601447093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|g__Klebsiella.s__Klebsiella_pneumoniae	0.0000000000	0.0000000000	0.0051942751	0.0000002514	0.0000000002	0.0000000005	0.0507909794	0.0056987701	0.0583910992	0.5724822271	0	0	0.0687957771	0.1459417231	0	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV (plant cytosol)|unclassified	0.9318550850	0.8562053779	0	0.4352139804	0.9882232682	0.9313520368	0.2237798028	0.6344230062	0.5448320129	0.0684363375	0.2843880700	0.3215703326	0.3643001245	0.8984516064	0	0	0.6072777870	0.2102125707	0.0693891042	0.3482465242	0.6130134447	0.1279322205	0.8393807408	0
