# Pathway	Exp1A1_prefix.assembled_Abundance	Exp1A2_prefix.assembled_Abundance	Exp1AS1_prefix.assembled_Abundance	Exp1AS2_prefix.assembled_Abundance	Exp1C1_prefix.assembled_Abundance	Exp1C2_prefix.assembled_Abundance	Exp1S1_prefix.assembled_Abundance	Exp1S2_prefix.assembled_Abundance	Exp2A1_prefix.assembled_Abundance	Exp2A2_prefix.assembled_Abundance	Exp2AS1_prefix.assembled_Abundance	Exp2AS2_prefix.assembled_Abundance	Exp2C1_New.assembled_Abundance	Exp2C2_prefix.assembled_Abundance	Exp2S1_prefix.assembled_Abundance	Exp2S2_prefix.assembled_Abundance	Exp3A1_prefix.assembled_Abundance	Exp3A2_prefix.assembled_Abundance	Exp3AS1_prefix.assembled_Abundance	Exp3AS2_prefix.assembled_Abundance	Exp3C1_prefix.assembled_Abundance	Exp3C2_prefix.assembled_Abundance	Exp3S1_prefix.assembled_Abundance	Exp3S2_prefix.assembled_Abundance
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	4.32177e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242: pantothenate and coenzyme A biosynthesis III|unclassified	6.44556e-06	1.4433e-06	2.51006e-06	3.26686e-06	2.82042e-06	1.90146e-06	4.50719e-07	0	0	2.07429e-06	0	0	3.74866e-06	2.69318e-06	0	0	3.08487e-06	0	0	0	0	0	0	0
PWY-4321: L-glutamate degradation IV	0	0	0	0	0	0	0	0	0	3.10809e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	5.57053e-06	0	1.4813e-06	0	2.90439e-06	4.26563e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation|g__Klebsiella.s__Klebsiella_oxytoca	1.52058e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4702: phytate degradation I	5.07153e-05	5.58934e-05	4.3059e-05	4.9094e-05	5.24899e-05	5.15907e-05	5.70665e-05	5.72869e-05	0	0	2.24465e-05	2.41588e-05	0	0	3.97746e-05	3.32301e-05	3.32298e-05	3.1004e-05	2.68288e-05	3.41902e-05	4.3281e-05	4.77285e-05	3.90376e-05	3.93476e-05
PWY-4702: phytate degradation I|g__Escherichia.s__Escherichia_coli	5.07153e-05	5.58934e-05	4.3059e-05	4.9094e-05	5.24899e-05	5.12801e-05	5.70665e-05	5.72869e-05	0	0	2.24465e-05	2.41588e-05	0	0	3.97746e-05	3.32301e-05	3.246e-05	3.1004e-05	2.63879e-05	3.34259e-05	4.29921e-05	4.71442e-05	3.90376e-05	3.93476e-05
PWY-4981: L-proline biosynthesis II (from arginine)	4.39327e-05	4.72246e-05	3.20194e-05	1.91956e-05	3.18391e-05	3.57455e-05	2.79063e-05	1.40119e-05	0.000387738	0.000251537	0.000327652	0.000235573	0.000400841	0.000415333	0.000138928	0.000209555	0.000254642	0.00027506	0.000241439	0.000235628	0.00026183	0.000261381	0.000202613	0.000218379
PWY-4981: L-proline biosynthesis II (from arginine)|g__Collinsella.s__Collinsella_aerofaciens	0	0	6.13155e-07	1.35664e-06	0	0	1.27636e-06	0	2.00527e-06	3.01423e-06	0	1.77107e-06	0	1.91145e-06	0	0	0	0	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|g__Enterobacter.s__Enterobacter_cloacae	2.14236e-05	1.98e-05	1.71164e-05	1.01445e-05	1.72805e-05	1.78571e-05	1.53916e-05	1.02383e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|g__Klebsiella.s__Klebsiella_oxytoca	8.76444e-07	0	0	0	0	8.71279e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.000346204	0.000205653	0.000278031	0.000192259	0.000352568	0.000372135	0.000112677	0.000168907	0	0	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	0	0	0	0	1.03304e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4984: urea cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.651e-06	0	0	0	0	0	3.63166e-06	0
PWY-4984: urea cycle|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72367e-06	0
PWY-5022: 4-aminobutanoate degradation V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49507e-06	0	0	0
PWY-5030: L-histidine degradation III	6.00767e-06	6.1971e-06	3.95799e-06	5.02783e-06	1.43421e-05	1.13217e-05	5.38893e-06	9.80948e-06	0	0	0	0	0	0	0	0	0	2.64743e-06	0	4.27117e-06	2.71784e-06	0	5.92164e-06	2.17599e-06
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	0.000222588	0.000213335	0.000179616	0.000191507	0.000229065	0.000221751	0.000178682	0.000166003	0.000142699	0.000141976	6.77177e-05	5.00046e-05	0.000151063	0.000149348	9.3096e-05	9.25736e-05	7.94045e-05	8.55754e-05	5.68894e-05	6.25955e-05	7.71916e-05	6.85443e-05	8.23071e-05	8.37178e-05
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Enterobacter.s__Enterobacter_aerogenes	1.05021e-06	1.22552e-06	0	0	8.60026e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Enterobacter.s__Enterobacter_cloacae	6.62605e-06	9.00491e-06	8.95602e-06	7.44644e-06	9.57664e-06	6.61621e-06	9.2832e-06	8.54061e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Escherichia.s__Escherichia_coli	6.7429e-05	6.79156e-05	7.39875e-05	7.70181e-05	7.85055e-05	7.0664e-05	7.8653e-05	6.76588e-05	0	0	3.4547e-05	3.18379e-05	0	0	5.81049e-05	5.18034e-05	4.21722e-05	4.84897e-05	3.57973e-05	3.75907e-05	4.18103e-05	4.52639e-05	4.82926e-05	4.7086e-05
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Klebsiella.s__Klebsiella_oxytoca	2.26824e-06	2.03995e-06	0	0	1.69005e-06	0	1.08518e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Klebsiella.s__Klebsiella_pneumoniae	3.39226e-05	3.56864e-05	2.12146e-05	1.72267e-05	3.44379e-05	3.58557e-05	1.44468e-05	1.58697e-05	8.23235e-05	7.17483e-05	0	0	7.78931e-05	8.64681e-05	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI	0.000356943	0.000332564	0.000342601	0.000290624	0.000366525	0.000360122	0.000316265	0.000327114	0.000571962	0.000468219	0.0006075	0.000479513	0.000579099	0.000582525	0.000404497	0.000424189	0.000578479	0.000535081	0.000522549	0.000528858	0.000552674	0.000584073	0.000512762	0.000526668
PWY-5097: L-lysine biosynthesis VI|g__Bifidobacterium.s__Bifidobacterium_animalis	3.63827e-06	2.8965e-06	2.73412e-06	1.76896e-06	4.01758e-06	4.03517e-06	2.3613e-06	2.86877e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49402e-07	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Escherichia.s__Escherichia_coli	0	9.8714e-06	2.21915e-06	0	1.02525e-05	5.55197e-06	2.35111e-06	1.253e-05	0	0	0	0	0	0	0	0	0	3.70872e-06	3.13633e-06	0	0	3.13782e-06	0	0
PWY-5097: L-lysine biosynthesis VI|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	9.38742e-07	0	9.9387e-07	1.81733e-06	1.80896e-06	7.73632e-07	0	1.27586e-06	2.57162e-06	4.7504e-06	2.39516e-06	3.61076e-06	3.64877e-06	3.90453e-06	2.42602e-06	1.82007e-06
PWY-5097: L-lysine biosynthesis VI|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.52787e-06	9.445e-07	0	1.47331e-06	1.47465e-06	1.26018e-06	0	0	0	0	0	0	1.13771e-06	9.38074e-07	0	0	4.08212e-06	4.9712e-06	4.24558e-06	3.95062e-06	6.16455e-06	4.46831e-06	4.77168e-06	5.12811e-06
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.000255062	0.000156895	0.000215469	0.000128306	0.000261994	0.000279358	9.50111e-05	0.000126813	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51454e-06	1.1072e-06	0	9.37755e-07	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Prevotella.s__Prevotella_copri	4.39672e-06	3.3823e-06	4.2844e-06	2.99532e-06	3.4772e-06	2.19423e-06	3.40632e-06	5.36749e-06	2.69612e-06	2.60089e-06	2.99619e-06	1.97811e-06	2.08681e-06	1.8333e-06	2.54827e-06	1.53014e-06	1.15632e-06	1.6271e-06	0	9.21507e-07	2.02754e-06	9.97629e-07	1.11422e-06	1.67088e-06
PWY-5097: L-lysine biosynthesis VI|unclassified	7.39718e-06	4.24292e-06	4.6225e-06	4.62216e-06	4.8115e-06	0	3.0461e-06	2.47021e-06	2.195e-06	1.65233e-06	1.8e-06	4.0879e-06	2.90646e-06	2.12519e-06	2.81112e-06	0	1.29064e-05	7.23377e-06	7.27455e-06	8.57617e-06	5.71408e-06	2.38409e-06	8.56464e-06	6.87562e-06
PWY-5100: pyruvate fermentation to acetate and lactate II	0.00017423	0.000171516	9.92569e-05	7.16496e-05	0.000174012	0.000165183	9.33555e-05	9.2058e-05	0.000461201	0.000363663	0.000345271	0.000237769	0.000471348	0.000454289	0.000165996	0.000251848	0.000382456	0.000329573	0.000364865	0.000322535	0.000331806	0.000337008	0.000263937	0.000273912
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_angulatum	4.67175e-05	4.69811e-05	2.36993e-05	1.1356e-05	3.54915e-05	3.77097e-05	2.26386e-05	1.4404e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_animalis	4.97934e-06	3.32777e-06	2.44421e-06	2.849e-06	4.59806e-06	3.05255e-06	1.99557e-06	3.20028e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Klebsiella.s__Klebsiella_pneumoniae	2.98691e-05	2.98423e-05	1.37949e-05	1.10643e-05	2.84317e-05	3.22758e-05	1.35522e-05	1.21178e-05	6.7279e-05	6.3196e-05	0	0	6.03274e-05	6.87143e-05	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.000324042	0.00022637	0.000271988	0.000174021	0.00034766	0.000328431	0.000114549	0.000179518	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.56148e-07	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Weissella.s__Weissella_cibaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224526	0.000199581	0.000175297	0.000187583	0.000207381	0.000192099	0.00012849	0.000159218
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	1.38168e-06	3.42447e-06	2.24907e-06	0	4.02652e-06	2.8249e-06	1.21951e-06	0	1.53514e-06	0	0	0	3.4495e-06	1.55662e-06	2.66832e-06	0	4.49285e-06	3.78856e-06	3.41828e-06	9.25697e-06	3.21202e-06	1.56752e-06	4.1481e-06	0
PWY-5101: L-isoleucine biosynthesis II	3.93363e-07	0	1.42739e-06	0	1.50391e-06	2.98828e-06	0	0	0	0	0	0	1.4096e-06	7.61783e-07	9.93819e-07	0	1.26252e-06	6.55115e-06	2.78861e-06	7.80915e-06	3.56863e-06	0	4.72341e-06	1.76077e-06
PWY-5101: L-isoleucine biosynthesis II|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47147e-06	1.36271e-06	0	0	9.80878e-07
PWY-5101: L-isoleucine biosynthesis II|unclassified	3.75338e-07	0	1.18038e-06	0	1.25526e-06	2.01294e-06	0	0	0	0	0	0	1.00905e-06	4.75118e-07	0	0	0	2.06344e-06	0	0	2.62731e-06	0	0	0
PWY-5103: L-isoleucine biosynthesis III	0.000166584	0.000141077	0.000150611	0.000205031	0.000148857	0.000137739	0.00021253	0.000240457	2.83981e-05	2.69366e-05	0.000117315	0.000208655	4.14934e-05	2.51798e-05	0.000218419	0.000160319	0.000216631	0.000265784	0.000170547	0.000211325	0.000248371	0.000229333	0.000185032	0.000213711
PWY-5103: L-isoleucine biosynthesis III|g__Alloscardovia.s__Alloscardovia_omnicolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71707e-07	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_longum	2.75312e-05	2.5365e-05	2.31942e-05	2.28902e-05	2.05482e-05	2.08818e-05	2.08315e-05	1.99825e-05	0	1.21521e-06	1.12781e-05	7.07998e-06	3.5009e-07	3.24022e-07	9.87432e-06	1.07208e-05	6.49054e-05	7.18144e-05	5.44062e-05	6.76135e-05	7.46539e-05	6.35784e-05	4.30545e-05	5.12214e-05
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.30668e-07	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Enterobacter.s__Enterobacter_cloacae	0	4.98218e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Escherichia.s__Escherichia_coli	2.78323e-05	3.21921e-05	8.03414e-05	8.6891e-05	3.53058e-05	3.23748e-05	8.23101e-05	9.06679e-05	0	0	3.65116e-05	5.11646e-05	0	0	5.61647e-05	4.61708e-05	3.66212e-06	5.07734e-06	3.72548e-05	3.99303e-05	2.77741e-06	3.54141e-06	4.93877e-05	4.8637e-05
PWY-5103: L-isoleucine biosynthesis III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	4.41661e-06	2.92757e-06	1.05842e-06	8.94085e-07	3.05943e-06	2.42818e-06	1.01802e-06	2.16324e-06	1.46447e-06	1.76128e-06	2.27384e-06	1.38575e-06	7.02867e-07	7.07489e-07	1.57758e-06	1.75705e-06	1.04952e-05	1.12494e-05	8.55847e-06	7.06986e-06	1.35883e-05	1.19289e-05	1.00731e-05	1.15603e-05
PWY-5103: L-isoleucine biosynthesis III|g__Klebsiella.s__Klebsiella_oxytoca	1.70786e-06	2.40949e-06	9.31565e-07	0	2.06932e-06	1.80539e-06	9.21063e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.354e-06	2.84066e-06	0	0	0
PWY-5103: L-isoleucine biosynthesis III|unclassified	4.05795e-06	4.74837e-06	3.41325e-06	2.38272e-06	3.27033e-06	3.20738e-06	3.40575e-06	2.93391e-06	4.13483e-07	0	0	0	1.79261e-06	6.62411e-07	0	0	7.73785e-06	3.27086e-06	2.917e-06	0	5.13784e-06	7.0706e-06	5.56333e-06	3.93874e-06
PWY-5104: L-isoleucine biosynthesis IV	2.33709e-06	9.19422e-06	3.90893e-06	0	1.09941e-05	6.20547e-06	2.18733e-06	0	2.3335e-06	0	4.75787e-06	0	0	2.62644e-06	0	0	2.63523e-05	3.80732e-05	1.593e-05	4.15777e-05	1.79034e-05	2.84008e-06	3.11139e-06	5.97533e-06
PWY-5104: L-isoleucine biosynthesis IV|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54785e-06	2.86787e-06	0	0	1.40565e-06
PWY-5104: L-isoleucine biosynthesis IV|unclassified	1.81829e-06	4.16049e-06	2.48489e-06	0	3.48797e-06	2.7239e-06	1.63627e-06	0	3.84363e-07	0	0	0	0	6.10218e-07	0	0	4.75122e-06	0	0	0	3.18957e-06	2.36367e-06	2.49214e-06	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	0.000160491	0.000125358	0.000143869	0.000140646	0.000157546	0.000144277	0.000179739	0.000150184	0.000375994	0.000280257	0.000461016	0.000354501	0.000385358	0.000381777	0.000309743	0.000380102	7.06197e-05	0.000114155	8.71034e-05	7.51711e-05	0.000108138	8.79686e-05	0.000124384	0.000134109
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified	0	2.2963e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	3.35075e-05	3.50693e-05	2.23115e-05	7.46213e-06	3.20759e-05	3.92449e-05	1.88405e-05	1.08254e-05	1.75297e-06	0	0	5.5274e-07	4.46331e-06	1.41477e-06	0	0	3.96635e-05	3.01437e-05	1.23985e-05	1.19608e-05	3.49958e-05	2.98508e-05	1.16298e-05	6.31139e-06
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Escherichia.s__Escherichia_coli	2.44651e-05	2.42762e-05	1.21753e-05	7.31113e-06	2.5283e-05	2.75415e-05	1.08008e-05	5.34559e-06	0	0	0	5.52721e-07	0	0	0	0	2.27308e-05	2.02129e-05	5.8521e-06	3.7173e-06	1.04783e-05	2.07781e-05	3.388e-06	0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified	0	1.51096e-06	0	0	1.07542e-06	0	0	0	0	0	0	0	8.67021e-07	0	0	0	0	0	0	0	0	0	0	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	3.08059e-05	3.10025e-05	1.89891e-05	8.05023e-06	3.33252e-05	3.81684e-05	1.33889e-05	9.38874e-06	1.06055e-06	0	0	3.32854e-07	1.89092e-06	0	0	0	2.22682e-05	2.09519e-05	4.86415e-06	3.55193e-06	1.04244e-05	2.24159e-05	3.09954e-06	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Escherichia.s__Escherichia_coli	2.51969e-05	2.56011e-05	1.19284e-05	7.66029e-06	2.70909e-05	2.92075e-05	1.00779e-05	5.40927e-06	0	0	0	3.32854e-07	0	0	0	0	2.22682e-05	2.07726e-05	4.86415e-06	3.55193e-06	1.04244e-05	2.22001e-05	3.09954e-06	0
PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified	2.54934e-06	2.08101e-06	3.3181e-06	0	2.51659e-06	5.69086e-06	8.73069e-07	1.7129e-06	1.06055e-06	0	0	0	1.89092e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.000212059	0.000228546	0.000182415	0.000144494	0.000222529	0.000221064	0.000172351	0.000160039	0.000241736	0.000216007	0.000151149	0.000120369	0.000259446	0.000242074	0.000188977	0.00019697	0.000101845	0.000111366	0.000115629	0.000118287	0.000125099	0.000108483	0.000104289	9.3829e-05
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Escherichia.s__Escherichia_coli	6.29726e-05	6.56771e-05	6.22585e-05	5.84617e-05	6.91159e-05	6.623e-05	6.33668e-05	5.71077e-05	0	0	2.9359e-05	2.97182e-05	0	0	4.71296e-05	3.40959e-05	4.0255e-05	4.4875e-05	3.64584e-05	3.6006e-05	4.57938e-05	4.69649e-05	3.97771e-05	4.32098e-05
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	0	0	0	0	1.74484e-06	0	0	0	0	2.29508e-06	0	0	0	2.80203e-06	0	0	0	0	0	0	0	0	0	2.19702e-06
PWY-5173: superpathway of acetyl-CoA biosynthesis	0.000147505	0.000194155	0.000134727	0.000134758	0.000139031	0.000180692	0.00013794	0.00012981	0.000206249	0.000187549	5.95756e-05	7.7837e-05	0.000187979	0.00020339	8.66665e-05	7.57408e-05	3.38436e-05	2.93965e-05	4.51657e-05	5.87865e-05	2.12488e-05	2.13345e-05	7.02016e-05	6.91292e-05
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes	1.3823e-06	1.45535e-06	0	0	1.83779e-06	1.3003e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	2.26949e-05	2.15529e-05	1.73655e-05	1.51642e-05	2.32227e-05	2.77206e-05	1.5682e-05	1.59005e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Escherichia.s__Escherichia_coli	5.57066e-05	8.54719e-05	6.94734e-05	8.15389e-05	5.31706e-05	7.20153e-05	7.71644e-05	7.94994e-05	0	0	2.75088e-05	3.68279e-05	0	0	6.08968e-05	4.28004e-05	2.75611e-05	2.39856e-05	3.47784e-05	4.1066e-05	1.83067e-05	1.89226e-05	4.7933e-05	4.18973e-05
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	9.62182e-07	4.30671e-07	4.33448e-07	6.92204e-07	2.49014e-07	1.04748e-06	8.24311e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	3.74335e-05	4.28898e-05	1.37616e-05	2.08776e-05	3.49988e-05	4.07545e-05	2.31685e-05	1.06157e-05	0.000115342	0.000110489	1.9422e-06	0	9.8947e-05	0.000112133	8.51865e-07	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|unclassified	1.07943e-06	0	0	1.57867e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.65454e-06	0	0	0	0	0	0	0
PWY-5177: glutaryl-CoA degradation	2.10438e-05	1.71998e-05	1.21331e-05	5.16964e-06	1.27512e-05	1.27916e-05	1.11753e-05	6.80394e-06	1.82314e-06	2.46684e-06	1.03535e-06	5.92142e-07	0	9.55197e-07	0	0	1.64775e-05	1.7486e-05	1.43998e-05	1.05572e-05	1.88585e-05	1.24697e-05	5.41502e-06	7.71171e-06
PWY-5177: glutaryl-CoA degradation|g__Coprococcus.s__Coprococcus_catus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41082e-06	0	0	0
PWY-5177: glutaryl-CoA degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.0254e-06	1.10927e-06	2.0619e-06	0	5.75086e-07	1.3755e-06	2.34427e-06	8.94273e-07	0	1.18187e-06	6.11405e-07	0	0	8.79827e-07	0	0	7.99375e-06	3.3249e-06	5.87492e-06	6.07758e-06	8.38033e-06	7.3881e-06	3.56537e-06	4.57766e-06
PWY-5177: glutaryl-CoA degradation|unclassified	5.47388e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19628e-07	0	0	0
PWY-5181: toluene degradation III (aerobic) (via p-cresol)	2.20399e-06	0	4.60726e-06	3.45228e-06	9.11229e-07	5.75236e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.000118736	0.00011207	9.75134e-05	9.62156e-05	0.00011616	0.000112004	0.000104202	9.53629e-05	0.000346138	0.000260798	0.000253397	0.00017655	0.000349055	0.000363774	0.000153592	0.00018705	5.02509e-05	4.48965e-05	4.74984e-05	4.46677e-05	5.22963e-05	4.7485e-05	5.7524e-05	5.03321e-05
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09759e-06	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Enterobacter.s__Enterobacter_cloacae	1.882e-05	1.59995e-05	1.35456e-05	1.35187e-05	1.80322e-05	1.65205e-05	1.10739e-05	1.18438e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	5.8567e-05	5.21815e-05	5.31578e-05	5.48855e-05	5.98939e-05	4.76603e-05	6.12609e-05	5.68623e-05	0	0	3.00275e-05	2.51733e-05	0	0	4.73417e-05	3.3793e-05	3.48651e-05	3.61092e-05	3.48914e-05	3.32039e-05	3.44165e-05	3.59765e-05	4.34807e-05	4.17186e-05
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Klebsiella.s__Klebsiella_pneumoniae	2.55185e-05	2.49459e-05	1.3202e-05	9.51172e-06	2.46341e-05	2.89248e-05	1.23582e-05	9.83192e-06	8.14149e-05	7.42623e-05	0	0	7.2071e-05	8.35743e-05	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.000228305	0.000149433	0.000187358	0.00012566	0.000238494	0.000245511	8.26627e-05	0.000119951	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98902e-06	0	0	2.1918e-06	8.96196e-07	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	3.03661e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	4.38312e-06	0	0	1.48159e-06	0	2.66465e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	0.000106026	0.000104796	9.09816e-05	8.40925e-05	0.000103978	9.9557e-05	9.8052e-05	8.41795e-05	0	0	6.98156e-05	3.75698e-05	0	0	7.0501e-05	5.96314e-05	5.23584e-05	4.70997e-05	4.31164e-05	4.12934e-05	5.36629e-05	4.85429e-05	4.85387e-05	4.21722e-05
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02146e-07	0
